TIMESTAMP_START,TIMESTAMP_END,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
20120115,20120121,-5.471,-6.317,2.051,-4.061,2.173,62.489,213.669,1.693,83.668,2.171,1.146
20120122,20120128,-3.846,-4.58,1.107,-2.786,1.291,59.87,246.781,1.292,83.342,1.169,1.377
20120129,20120204,-8.958,-9.638,0.851,-8.006,1.179,66.898,227.839,1.142,83.034,0.637,1.412
20120205,20120211,-12.765,-14.12,1.566,-10.886,2.286,105.772,191.703,1.213,83.243,0.094,1.61
20120212,20120218,-7.223,-8.392,1.36,-5.758,1.795,105.029,219.417,1.339,83.134,0.794,1.725
20120219,20120225,-1.42,-2.677,1.585,0.065,2.094,110.576,244.177,2.258,83.998,0.545,1.155
20120226,20120303,0.647,-1.024,1.678,2.553,2.193,142.567,247.499,2.457,83.958,0.305,1.358
20120304,20120310,-1.367,-2.427,1.305,-0.294,1.782,130.02,254.421,1.736,83.841,1.814,1.352
20120311,20120317,1.98,0.024,1.473,3.935,2.371,179.993,244.166,3.036,84.35,0.012,1.621
20120318,20120324,1.867,0.257,1.493,3.298,2.302,175.228,255.695,2.695,84.278,2.004,1.349
20120325,20120331,2.626,0.623,1.281,4.322,2.482,212.392,244.059,3.055,84.062,0.132,1.597
20120401,20120407,1.744,0.537,0.978,2.732,1.621,133.277,275.643,1.834,82.791,2.251,1.456
20120408,20120414,-0.252,-1.477,1.348,0.686,1.696,145.359,268.315,1.902,82.318,2.348,1.791
20120415,20120421,0.629,-0.555,1.045,1.446,1.529,148.55,272.144,1.855,82.177,3.486,1.75
20120422,20120428,3.465,1.61,1.432,4.681,2.147,220.574,251.422,3.185,83.064,2.841,2.189
20120429,20120505,5.564,4.342,0.923,6.364,1.687,196.343,269.091,2.628,83.346,3.177,1.955
20120506,20120512,7.459,5.598,2.392,8.513,2.706,220.476,274.749,4.304,84.019,1.614,1.382
20120513,20120519,3.655,1.823,1.691,4.66,2.847,258.372,259.597,3.674,83.527,1.165,2.454
20120520,20120526,8.375,6.467,1.235,9.422,2.105,232.562,297.915,3.923,83.525,2.36,2.55
20120527,20120602,9.347,7.355,1.296,10.41,2.118,253.217,300.716,4.866,83.832,1.314,1.947
20120603,20120609,8.937,7.456,1.062,9.677,1.719,188.873,317.536,3.041,83.48,6.329,2.22
20120610,20120616,8.091,6.276,1.468,8.999,2.157,211.635,305.623,3.566,83.497,5.698,1.78
20120617,20120623,12.808,10.624,0.939,13.9,2.007,257.646,325.499,4.355,84.141,5.4,1.814
20120624,20120630,12.672,10.48,1.629,13.768,2.153,248.083,326.083,5.041,84.09,2.638,2.208
20120701,20120707,12.591,10.806,0.576,13.484,1.659,232.489,331.866,3.645,83.846,6.861,1.87
20120708,20120714,10.95,9.142,0.924,11.854,1.762,230.111,319.063,3.28,83.688,6.423,1.882
20120715,20120721,10.036,8.116,1.392,10.997,2.059,247.042,308.703,4.169,84.055,3.737,2.347
20120722,20120728,12.17,10.063,1.873,13.354,2.639,273.356,307.969,5.63,84.113,2.541,1.926
20120729,20120804,12.128,10.477,1.088,13.118,1.83,231.431,322.027,3.631,84.013,5.43,1.579
20120805,20120811,11.548,9.546,1.162,12.749,2.232,227.325,313.556,4.914,84.177,2.173,1.927
20120812,20120818,12.758,11.029,1.8,13.874,2.462,220.166,321.753,5.508,84.053,2.774,1.276
20120819,20120825,14.984,13.173,1.015,16.243,2.252,226.339,334.861,6.051,84.266,5.445,1.681
20120826,20120901,9.29,8.024,1.818,10.211,2.116,172.797,306.534,3.946,84.056,6.369,2.271
20120902,20120908,10.418,8.953,1.514,11.557,2.379,161.914,315.822,4.073,84.262,1.087,1.42
20120909,20120915,7.628,5.971,1.818,8.983,2.592,171.765,286.006,3.595,83.782,3.544,2.176
20120916,20120922,7.648,6.176,2.222,9.002,2.763,161.292,288.762,3.707,83.844,2.171,1.769
20120923,20120929,7.715,6.507,1.341,8.836,1.955,117.751,302.283,2.205,83.401,4.626,2.968
20120930,20121006,7.612,6.382,1.354,8.881,2.151,121.66,299.688,2.962,83.912,0.68,1.515
20121007,20121013,5.77,4.918,0.888,6.696,1.42,74.278,307.893,1.71,83.466,3.543,1.795
20121014,20121020,4.2,2.975,1.643,5.634,2.085,106.612,257.243,3.054,83.505,3.091,2.399
20121021,20121027,5.884,4.43,2.262,7.614,2.738,103.632,269.575,3.215,83.42,2.335,1.425
20121028,20121103,-2.094,-3.01,1.499,-0.88,1.783,77.575,249.12,1.481,82.439,2.042,2.205
20121104,20121110,0.712,-0.102,1.309,1.852,1.602,69.571,256.736,1.895,83.349,3.57,2.108
20121111,20121117,1.629,0.596,1.111,3.122,1.702,66.951,253.079,2.166,83.834,3.55,1.244
20121118,20121124,0.998,-0.151,1.259,2.752,1.853,66.436,242.427,2.536,83.684,0.056,1.132
20121125,20121201,-1.025,-1.317,0.779,-0.561,0.705,27.657,282.912,1.194,82.468,3.888,2.133
20121202,20121208,-7.291,-7.663,1.143,-6.671,1.082,47.198,217.609,1.108,82.45,1.699,1.614
20121209,20121215,-7.086,-7.488,1.018,-6.366,1.068,45.262,222.857,1.186,82.949,2.052,2.001
20121216,20121222,-3.214,-3.652,0.792,-2.416,1.027,45.857,241.086,1.293,83.137,2.216,1.24
20121223,20121231,-1.429,-1.994,0.893,-0.475,1.103,46.75,242.123,1.672,83.614,1.914,1.774
20130101,20130107,-2.118,-2.572,0.719,-1.36,0.87,42.797,254.9,1.415,84.16,0.693,1.745
20130108,20130114,-2.872,-3.423,0.774,-1.953,1.109,45.079,244.881,1.854,83.056,0.577,1.149
20130115,20130121,-6.346,-6.835,0.865,-5.531,0.836,35.794,246.011,1.107,81.716,2.299,1.981
20130122,20130128,-5.48,-6.39,1.165,-4.153,1.689,69.549,219.803,1.544,82.448,0.811,1.255
20130129,20130204,-2.231,-2.873,1.581,-1.331,1.563,61.885,253.965,1.511,83.089,3.102,1.882
20130205,20130211,-6.682,-7.439,0.846,-5.636,1.121,83.794,232.453,1.216,82.22,1.975,1.806
20130212,20130218,-5.397,-6.447,0.966,-4.075,1.551,99.653,234.82,1.426,82.995,0.597,1.169
20130219,20130225,-6.411,-7.349,0.936,-5.301,1.614,102.586,237.485,1.349,82.379,1.401,1.327
20130226,20130304,-1.358,-3.06,1.889,0.593,2.472,147.33,232.133,2.308,83.545,0.161,0.942
20130305,20130311,0.621,-0.591,0.699,1.853,1.454,120.139,270.823,1.73,82.432,1.333,1.868
20130312,20130318,-4.629,-5.624,1.198,-3.633,1.429,125.252,245.258,1.318,82.014,3.138,2.383
20130319,20130325,-0.887,-2.112,1.138,0.237,1.84,147.209,258.308,1.868,82.493,1.314,1.647
20130326,20130401,-1.533,-2.636,1.169,-0.599,1.635,138.001,267.993,1.586,82.152,1.796,1.829
20130402,20130408,-0.053,-1.442,1.033,1.078,1.889,163.864,263.178,2.074,82.495,0.94,1.545
20130409,20130415,2.874,1.036,1.783,4.279,2.576,207.046,258.553,3.236,83.381,1.405,1.542
20130416,20130422,4.83,3.415,1.591,5.822,2.321,154.63,285.296,2.809,83.826,4.914,1.415
20130423,20130429,5.508,3.827,1.564,6.609,2.454,181.957,277.902,3.061,83.738,3.131,1.946
20130430,20130506,6.357,4.619,1.181,7.496,1.961,184.075,293.815,2.572,83.749,3.227,1.857
20130507,20130513,5.091,3.546,1.406,5.978,1.81,181.115,281.891,2.345,83.566,3.317,1.775
20130514,20130520,4.998,3.271,0.825,5.944,1.719,190.557,285.272,2.127,82.876,5.097,2.578
20130521,20130527,2.006,0.662,1.166,2.744,1.903,205.259,273.848,2.183,82.905,3.259,2.37
20130528,20130603,3.515,2.3,0.775,4.161,1.377,162.981,289.01,1.708,82.942,6.831,2.575
20130604,20130610,8.261,6.043,1.504,9.37,2.269,245.604,290.66,3.702,83.671,4.404,1.496
20130611,20130617,11.12,8.906,1.754,12.227,2.456,258.737,310.504,4.719,84.039,2.864,1.852
20130618,20130624,11.663,9.705,0.747,12.643,1.75,239.188,314.147,4.627,83.961,3.817,2.324
20130625,20130701,6.257,4.534,0.994,7.119,1.74,214.981,294.04,3.095,84.096,1.513,2.06
20130702,20130708,11.116,9.39,0.992,11.979,1.757,215.641,325.399,3.446,84.405,3.364,1.868
20130709,20130715,12.182,9.951,1.181,13.297,2.326,275.808,309.548,6.101,84.148,1.962,1.781
20130716,20130722,12.813,10.682,1.277,13.878,2.186,268.815,317.171,4.825,84.299,4.733,0.939
20130723,20130729,14.122,12.193,1.577,15.205,2.07,241.516,326.721,5.549,84.12,3.377,1.57
20130730,20130805,14.704,12.479,1.812,16.039,2.696,275.651,319.308,7.424,84.429,1.235,1.611
20130806,20130812,12.72,10.992,1.266,13.757,2.138,212.39,322.984,5.332,84.104,2.684,2.203
20130813,20130819,11.242,9.676,1.439,12.256,2.159,210.63,313.261,4.102,84.176,3.385,1.619
20130820,20130826,9.843,8.246,1.55,10.952,2.284,208.955,305.658,4.183,83.91,4.456,1.373
20130827,20130902,8.782,7.389,1.118,9.815,1.988,170.429,308.059,3.837,84.101,1.512,1.619
20130903,20130909,11.324,9.824,1.406,12.491,2.436,186.097,310.699,4.824,84.218,2.754,1.737
20130910,20130916,6.015,4.973,0.98,6.868,1.505,109.363,300.198,2.18,83.591,3.273,1.726
20130917,20130923,6.203,4.956,1.522,7.35,2.41,150.903,283.277,3.634,83.709,2.107,1.904
20130924,20130930,8.995,7.672,1.418,10.216,2.32,124.762,306.285,3.584,83.524,1.777,1.351
20131001,20131007,6.479,5.523,1.035,7.446,1.734,91.206,305.698,2.145,83.948,0.996,1.642
20131008,20131014,2.613,1.62,1.444,3.692,1.784,87.254,275.059,1.775,83.574,4.542,1.736
20131015,20131021,4.412,3.36,1.324,5.644,1.94,112.292,261.793,2.6,83.815,1.236,1.915
20131022,20131028,6.662,5.738,0.853,7.772,1.49,78.407,288.772,2.006,83.933,3.335,2.731
20131029,20131104,3.031,2.181,1.293,4.167,1.21,56.683,280.441,1.449,83.484,4.306,2.073
20131105,20131111,0.588,-0.135,1.194,1.599,1.379,61.01,260.672,1.408,83.089,3.688,2.2
20131112,20131118,-0.735,-1.777,1.812,0.756,2.53,66.07,236.382,1.71,83.754,1.488,1.339
20131119,20131125,-2.84,-3.141,1.035,-2.381,0.634,34.32,267.896,1.059,82.37,2.828,1.805
20131126,20131202,-6.409,-7.237,1.567,-5.089,2.168,65.008,207.744,1.627,83.815,0.339,1.264
20131203,20131209,-3.906,-4.673,1.734,-2.627,2.133,66.517,207.034,2.062,84.082,0.173,1.046
20131210,20131216,-2.33,-3.192,1.396,-0.759,2.174,65.267,207.098,2.288,84.598,0.036,0.663
20131217,20131223,-1.136,-1.486,0.538,-0.497,0.746,36.954,241.303,1.919,84.125,0.566,1.86
20131224,20131231,-1.819,-2.376,0.78,-0.883,1.097,41.275,247.953,1.39,82.874,4.546,2.593
20140101,20140107,-2.196,-2.71,1.099,-1.341,1.195,36.213,235.709,1.458,83.219,3.103,1.9
20140108,20140114,-0.477,-1.203,0.838,0.733,1.396,46.198,246.151,1.839,83.534,1.648,1.193
20140115,20140121,-1.691,-2.142,0.544,-0.94,0.887,38.451,269.668,1.24,82.483,2.113,2.087
20140122,20140128,-4.407,-5.183,0.801,-3.282,1.203,63.714,233.754,1.287,82.524,1.64,1.508
20140129,20140204,-2.461,-3.162,0.758,-1.479,1.081,45.205,265.406,1.118,82.543,3.951,2.015
20140205,20140211,-2.234,-3.013,0.627,-1.161,1.071,66.164,250.696,1.415,82.341,2.41,2.256
20140212,20140218,-1.655,-2.65,1.007,-0.409,1.52,87.338,242.711,1.752,82.916,2.063,1.911
20140219,20140225,-1.302,-2.467,1.255,0.074,1.723,108.345,238.044,1.907,83.285,1.964,1.355
20140226,20140304,-1.769,-2.691,0.733,-0.705,1.233,92.074,264.961,1.408,82.336,2.412,1.651
20140305,20140311,0.814,-1.073,2.037,2.717,2.913,167.591,229.832,3.201,83.993,0.184,1.29
20140312,20140318,3.153,0.929,2.116,5.377,3.073,182.956,234.982,3.965,84.104,0.105,1.172
20140319,20140325,0.408,-0.684,1.159,1.419,1.696,152.424,253.53,2.107,83.151,3.419,2.076
20140326,20140401,2.376,0.316,2.477,4.119,3.194,218.038,232.243,3.792,83.317,0.324,1.121
20140402,20140408,4.764,3.227,1.68,6.011,2.382,186.331,256.294,3.243,83.414,1.225,1.58
20140409,20140415,2.241,0.754,1.356,3.365,2.341,218.431,248.469,2.763,83.675,0.873,1.924
20140416,20140422,1.672,-0.049,1.504,2.88,2.281,188.291,261.594,2.521,83.096,1.967,1.582
20140423,20140429,4.561,3.002,1.517,5.582,1.927,173.627,278.618,2.794,83.217,3.378,1.458
20140430,20140506,3.896,2.307,1.614,4.937,2.076,197.176,272.298,2.789,83.328,2.566,1.907
20140507,20140513,5.031,3.22,1.415,6.067,1.903,207.019,278.114,2.795,83.505,3.121,1.882
20140514,20140520,4.052,2.209,1.466,5.062,2.253,252.435,262.262,3.313,83.773,0.673,2.915
20140521,20140527,8.316,6.646,1.012,9.232,1.929,226.236,287.034,3.925,83.603,3.739,2.167
20140528,20140603,6.179,4.578,1.3,7.032,1.938,241.024,278.008,3.837,83.598,0.55,1.692
20140604,20140610,11.573,9.064,1.995,12.827,2.797,278.259,298.548,6.003,84.11,2.677,1.384
20140611,20140617,10.09,8.085,0.779,11.093,1.803,258.324,302.931,3.516,84.013,4.738,1.892
20140618,20140624,9.777,7.719,1.343,10.805,2.127,251.471,301.147,4.101,83.886,3.41,1.593
20140625,20140701,8.965,7.297,1.281,9.799,1.821,207.606,308.46,3.448,83.647,4.763,2.068
20140702,20140708,10.679,8.621,1.408,11.709,2.117,212.149,315.166,3.693,83.921,4.887,2.118
20140709,20140715,8.738,7.115,0.883,9.549,1.633,189.006,318.518,2.69,83.534,3.14,1.807
20140716,20140722,12.98,11.072,1.354,13.934,2.175,227.052,322.796,5.98,84.053,2.824,2.025
20140723,20140729,10.805,9.406,0.875,11.59,1.591,180.927,327.247,2.963,83.624,6.339,1.453
20140730,20140805,10.941,9.362,0.77,11.888,1.502,194.107,325.588,2.987,83.7,3.691,2.116
20140806,20140812,11.601,9.995,1.135,12.565,1.756,198.832,326.145,3.418,83.884,3.883,1.67
20140813,20140819,7.93,6.453,1.176,8.89,1.717,169.382,302.102,2.587,83.6,4.826,2.07
20140820,20140826,7.91,6.688,1.147,8.765,1.739,153.652,309.716,3.066,83.692,1.795,1.637
20140827,20140902,8.553,7.258,1.204,9.511,1.782,155.582,313.119,2.714,83.867,3.108,1.988
20140903,20140909,9.781,8.396,1.355,10.857,2.235,164.656,313.725,2.658,83.862,3.431,1.047
20140910,20140916,7.769,6.563,1.027,8.76,1.596,136.831,311.756,2.493,83.734,1.841,1.709
20140917,20140923,7.814,6.454,1.323,9.066,1.951,145.942,298.22,2.488,83.832,1.813,2.267
20140924,20140930,7.636,6.089,1.488,9.069,2.554,156.891,286.156,3.359,84.378,0.944,1.588
20141001,20141007,6.796,5.607,1.132,7.997,1.889,115.389,294.016,2.448,84.03,0.883,1.898
20141008,20141014,7.884,6.82,0.754,9.041,1.464,94.056,307.028,2.059,83.669,2.794,3.006
20141015,20141021,8.062,6.907,1.38,9.412,2.036,102.715,299.688,2.855,83.881,1.395,1.554
20141022,20141028,0.656,-0.79,2.036,2.392,2.654,106.889,236.842,2.198,83.85,1.545,1.79
20141029,20141104,3.533,2.129,1.546,5.382,2.135,102.716,250.118,2.653,83.812,0.55,2.196
20141105,20141111,2.174,1.548,1.117,3.051,1.326,44.718,278.723,1.364,82.996,8.394,1.881
20141112,20141118,1.767,1.223,0.678,2.546,0.842,46.189,275.465,1.279,82.716,4.584,1.864
20141119,20141125,1.446,0.292,1.981,3.207,2.619,65.669,239.238,2.336,84.004,0.154,0.946
20141126,20141202,2.208,1.802,0.572,2.854,0.832,34.822,277.982,1.342,83.026,1.763,1.788
20141203,20141209,-1.131,-1.531,0.708,-0.466,0.914,38.212,268.255,1.16,83.272,1.315,1.608
20141210,20141216,-0.847,-1.208,0.684,-0.189,0.886,35.273,260.563,1.592,83.446,0.964,1.982
20141217,20141223,-0.505,-1.137,1.379,0.649,1.606,51.731,236.976,1.985,83.96,0.604,1.159
20141224,20141231,-6.536,-7.255,1.135,-5.325,1.048,37.704,230.896,1.21,83.528,1.109,1.984
